td_A_700038857	td_A_700023382	td_A_700099065	td_A_700113553	td_A_700095837	td_A_700102525	td_A_700038905	td_A_700107822	td_A_700032228	td_A_700103608	td_B_700033928	td_B_700113016	td_B_700035243	td_B_700100477	td_B_700038113	td_B_700024958	td_B_700097487	td_B_700016462	td_B_700109512	td_B_700099008
OTU_97.42730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.42742	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.42749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.4276	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4277	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.42783	1	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	1	0	0	0
OTU_97.42784	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42789	0	0	0	2	2	155	0	0	8	0	1	0	1	2	2	0	1	2	4	0
OTU_97.42792	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.42798	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.428	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.42805	6	2	5	2	0	9	2	17	17	15	0	6	3	9	11	2	7	13	0	3
OTU_97.42806	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42816	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42819	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
OTU_97.42820	0	0	1	0	0	5	0	0	0	5	1	1	0	2	0	0	0	1	3	0
OTU_97.42824	1	0	2	0	0	51	0	0	0	4	1	0	0	4	0	1	0	0	2	1
OTU_97.42828	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42838	28	19	23	0	3	1	16	3	2	62	12	12	1	5	0	20	22	23	1	23
OTU_97.42842	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.42844	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42852	0	0	0	3	0	16	0	1	3	3	0	3	5	0	2	0	2	5	0	1
OTU_97.42854	86	47	65	0	0	0	42	0	2	419	19	11	0	10	0	14	4	63	0	105
OTU_97.42855	0	1	1	1	0	18	0	3	3	0	0	3	1	2	1	0	2	1	3	0
OTU_97.42856	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU_97.42859	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.4286	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42860	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42864	726	853	811	1	39	52	355	3	44	993	49	127	15	102	4	499	88	397	9	204
OTU_97.42865	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42866	4	0	3	0	3	0	3	0	0	14	0	1	0	1	0	5	3	1	0	3
OTU_97.4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU_97.42870	3	1	1	0	0	0	0	0	0	15	0	0	0	1	0	0	3	1	1	1
OTU_97.42873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.42876	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	1	0	0
OTU_97.42878	24	1	2	1	0	2	4	21	2	13	0	4	2	0	28	2	4	4	0	5
OTU_97.42882	2	0	1	8	1	1	0	0	2	0	0	4	1	6	0	0	1	2	0	2
OTU_97.42884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42886	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_97.42887	1	0	0	1	0	6	0	0	0	3	0	1	0	2	0	0	2	0	0	0
OTU_97.42889	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_97.42891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.42895	0	1	0	2	1	1	0	0	8	3	1	0	0	0	0	1	0	8	1	0
OTU_97.42898	0	0	0	0	0	3	0	1	3	0	0	0	0	0	0	0	1	0	0	0
OTU_97.429	0	0	0	1	0	33	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_97.42901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.42905	0	2	1	0	0	7	1	0	0	4	0	0	0	1	0	0	0	0	3	1
OTU_97.42911	2	3	3	0	0	0	1	0	0	2	0	2	0	1	0	0	0	1	0	10
OTU_97.42917	0	7	4	0	0	0	2	0	0	20	0	1	0	2	0	1	2	3	0	5
OTU_97.42918	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.42921	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.42924	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42925	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0
OTU_97.42926	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.42927	0	0	0	0	0	4	0	0	1	2	0	1	0	3	2	0	0	2	0	1
OTU_97.42930	2	1	2	5	0	6	0	0	8	5	0	2	2	7	3	0	1	8	2	8
OTU_97.42937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.42938	4	3	0	11	0	25	0	3	13	4	2	0	8	0	6	0	0	11	2	4
OTU_97.42939	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	4	0	0
OTU_97.42940	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42941	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.42944	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0
OTU_97.42945	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42946	3	3	3	0	1	0	6	0	0	1	0	2	0	0	0	7	2	1	0	2
OTU_97.42947	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	8	0
OTU_97.42948	0	0	0	1	0	11	0	2	5	21	0	5	0	4	2	0	0	6	0	4
OTU_97.42949	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_97.42952	0	0	0	2	0	6	0	0	12	0	0	0	1	2	0	0	0	13	0	4
OTU_97.42957	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.4296	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42961	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1
OTU_97.42962	0	0	1	0	0	0	0	0	0	4	0	3	0	1	0	0	0	1	0	2
OTU_97.42965	1	0	0	0	2	13	0	0	0	0	3	0	0	0	1	0	1	0	0	1
OTU_97.42967	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	1	1	4
OTU_97.42968	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4297	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU_97.42972	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_97.42973	0	0	0	0	0	83	0	0	0	0	0	0	1	1	1	0	2	0	1	1
OTU_97.42976	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.42979	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.42982	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_97.42986	3	1	0	0	0	31	0	0	8	5	0	3	0	0	1	0	2	2	1	0
OTU_97.42987	0	1	1	6	0	42	0	1	12	2	0	2	0	8	2	0	5	10	0	1
OTU_97.42989	0	0	2	8	2	3	0	2	15	3	2	4	6	1	10	0	0	3	6	1
OTU_97.42992	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_97.42993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.42996	14	2	0	0	3	10	2	0	0	15	3	1	0	0	0	22	3	1	1	9
OTU_97.42997	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	1	0	0	0	1
OTU_97.43000	3	1	0	13	0	3	0	0	8	4	1	2	3	0	8	0	2	9	1	0
OTU_97.43005	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.43006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43007	0	0	0	1	0	1	0	0	0	5	0	1	0	1	0	0	2	1	0	0
OTU_97.43010	4	1	3	17	0	20	1	3	32	19	0	1	0	2	5	3	2	27	2	1
OTU_97.43011	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	0	7
OTU_97.43012	48	39	34	1	20	2	27	0	8	54	5	20	0	6	0	55	4	13	3	8
OTU_97.43017	11	7	0	3	14	7	3	0	21	38	4	2	0	1	1	4	3	1	29	2
OTU_97.43018	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	1	0
OTU_97.43020	0	0	0	0	1	4	0	0	8	1	1	2	0	0	1	0	0	7	26	0
OTU_97.43022	1	3	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_97.43023	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.43028	6	10	11	0	22	1	3	0	0	18	8	5	0	1	0	9	3	1	6	4
OTU_97.43032	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_97.43037	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_97.43043	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.43046	0	32	2	0	0	1	2	0	0	11	3	1	0	0	0	6	1	0	0	6
OTU_97.43049	8	45	27	1	2	2	3	0	1	65	2	11	0	7	0	7	13	2	1	20
OTU_97.43053	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.43057	6	1	0	1	7	35	0	0	18	33	2	8	1	2	9	0	0	2	7	1
OTU_97.43059	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0
OTU_97.43064	1	1	3	0	0	0	1	0	0	4	0	0	0	1	0	0	0	1	0	5
OTU_97.43066	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
OTU_97.43068	6	2	20	0	0	0	6	1	0	4	0	3	0	1	1	6	2	1	0	16
OTU_97.43072	12	4	5	13	0	131	1	0	47	9	1	1	2	49	20	2	6	35	10	15
OTU_97.43073	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0
OTU_97.43075	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	16
OTU_97.43077	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.43081	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43084	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1
OTU_97.43092	1	4	4	0	0	6	0	0	8	25	1	1	0	0	0	0	2	15	2	4
OTU_97.43093	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	9	3	0
OTU_97.43095	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43097	0	0	0	1	0	2	0	2	1	2	0	0	0	0	0	0	2	1	0	0
OTU_97.43098	15	0	4	26	2	60	5	0	44	7	3	2	6	0	20	0	3	66	8	4
OTU_97.431	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43102	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43112	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43115	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_97.43116	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_97.43117	0	2	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.43120	0	1	1	4	1	4	0	8	2	2	0	1	0	2	1	1	0	8	1	1
OTU_97.43122	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_97.43128	0	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0
OTU_97.43137	1	1	0	1	2	2	1	0	0	13	0	0	0	0	0	2	2	1	2	0
OTU_97.43143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43145	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_97.43147	2	3	0	204	60	363	65	4	0	2	220	190	98	0	412	15	13	17	285	5
OTU_97.43148	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43150	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.43152	0	0	1	0	0	3	0	4	0	0	0	2	0	1	3	0	3	0	3	0
OTU_97.43157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.4316	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.43162	0	0	0	10	2	101	1	2	1	0	3	20	9	0	5	0	1	2	17	0
OTU_97.43166	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.43176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.43178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.43185	0	0	0	0	1	18	0	0	0	0	0	3	0	1	0	0	0	1	6	1
OTU_97.4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.43198	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4320	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43201	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43204	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43205	0	0	0	1	0	36	3	2	0	5	1	13	5	0	0	0	8	3	2	0
OTU_97.43207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43209	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43212	0	0	0	0	0	8	1	0	0	3	0	3	0	5	0	1	2	0	0	1
OTU_97.4322	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43221	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43233	0	0	0	3	1	0	2	0	0	0	0	2	0	0	3	1	0	0	0	0
OTU_97.43238	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43241	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.43251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43256	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.43258	4	4	1	0	25	34	2	0	0	79	1	3	0	1	1	6	40	21	16	9
OTU_97.43265	0	0	0	21	2	4	14	39	0	129	0	6	33	0	0	5	6	9	1	0
OTU_97.43276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.43278	0	0	0	3	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0
OTU_97.43286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.43295	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43301	0	0	0	0	0	7	0	0	0	1	2	1	1	0	0	8	0	2	10	0
OTU_97.43306	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43309	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43317	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43326	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.43332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	6
OTU_97.43333	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	2
OTU_97.43344	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43346	7	3	0	143	8	1031	128	506	3	449	1	154	258	4	10	60	325	69	72	21
OTU_97.43351	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43358	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0
OTU_97.43360	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43361	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43366	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.43380	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.43384	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.43386	0	0	0	1	0	4	0	0	1	0	2	0	0	0	1	0	0	0	0	0
OTU_97.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.43400	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	2	1	1	1	0
OTU_97.4342	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.43421	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43427	0	0	0	0	0	8	0	0	2	2	1	0	0	0	0	0	1	1	0	0
OTU_97.43436	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43442	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_97.43445	0	0	0	0	0	6	0	2	4	0	3	1	0	0	0	0	0	0	0	0
OTU_97.43450	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0
OTU_97.43451	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43466	1	0	8	0	1	1	0	0	0	1	0	2	0	3	1	0	0	0	30	7
OTU_97.43469	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.4348	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43482	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43495	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_97.43496	2	1	0	3	0	1	0	0	7	0	0	0	0	0	1	1	0	12	3	2
OTU_97.43498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.43510	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0
OTU_97.43518	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	0	1	0	0
OTU_97.43519	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43520	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43524	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43525	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.43527	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43528	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43530	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43542	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_97.43545	0	0	0	0	0	4	2	0	0	1	1	0	0	0	0	0	0	1	0	1
OTU_97.43547	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
OTU_97.43548	5	0	0	0	3	0	5	0	0	3	1	0	0	0	0	2	0	0	0	1
OTU_97.43549	0	0	1	11	6	22	0	5	1	0	11	7	21	0	4	0	0	20	17	0
OTU_97.43559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU_97.43578	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_97.43583	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
OTU_97.4359	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.43593	3	2	0	0	0	1	2	0	2	23	0	1	0	0	0	1	1	8	3	0
OTU_97.4360	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43619	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.43621	0	0	0	0	0	3	1	0	0	0	1	9	0	0	0	1	0	1	0	4
OTU_97.43625	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.43627	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.43628	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0	0	1
OTU_97.43630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.43645	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	4	0	0	1
OTU_97.43655	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.43657	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.43660	0	0	0	10	0	29	1	0	0	0	1	1	0	0	2	0	2	0	6	0
OTU_97.43671	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43673	0	0	0	7	0	3	0	0	0	0	2	1	2	0	1	0	0	0	4	0
OTU_97.43676	1	0	0	0	0	16	0	6	0	3	0	0	1	0	0	6	0	0	2	0
OTU_97.43677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU_97.43679	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4368	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_97.43685	1	0	0	64	21	149	5	0	5	0	61	62	29	0	91	3	1	8	149	1
OTU_97.43686	0	0	0	24	1	7	0	0	0	0	0	2	4	0	1	0	0	0	0	0
OTU_97.43718	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43720	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
OTU_97.43723	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.43726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_97.43732	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43733	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.43744	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43746	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.43749	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.43750	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.43758	0	0	0	1	2	15	13	0	0	22	2	4	0	1	0	3	0	3	0	2
OTU_97.43769	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.43791	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.4380	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.43803	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.43804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.43810	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_97.43814	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_97.43818	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_97.43822	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_97.43828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43843	0	2	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	4	1	2
OTU_97.43848	0	1	1	0	0	8	0	0	0	0	0	0	0	3	0	3	0	2	1	10
OTU_97.43853	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43859	1	0	0	0	2	8	0	0	1	23	4	1	10	0	0	12	0	4	2	0
OTU_97.43861	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.43865	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.4387	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.43873	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.43876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
OTU_97.43880	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_97.43881	6	0	0	28	2	11	84	5	0	101	1	12	47	0	2	19	4	24	11	0
OTU_97.43883	0	0	0	1	1	7	0	0	0	0	3	1	0	0	1	0	0	0	1	0
OTU_97.43897	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
