td_A_700038857	td_A_700023382	td_A_700099065	td_A_700113553	td_A_700095837	td_A_700102525	td_A_700038905	td_A_700107822	td_A_700032228	td_A_700103608	td_B_700033928	td_B_700113016	td_B_700035243	td_B_700100477	td_B_700038113	td_B_700024958	td_B_700097487	td_B_700016462	td_B_700109512	td_B_700099008
OTU_97.11905	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.11911	3	10	19	0	0	0	1	0	0	4	0	2	0	1	0	1	1	0	0	2
OTU_97.11926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.11929	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0
OTU_97.1193	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
OTU_97.11932	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.11943	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.11948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.11959	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.11965	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.11978	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_97.11985	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
OTU_97.11988	0	6	0	0	0	0	0	0	18	0	2	0	0	3	9	0	0	30	5	0
OTU_97.120	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2
OTU_97.12014	3	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	1	1	1	0
OTU_97.12053	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.12060	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0
OTU_97.12063	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12072	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12074	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12077	1	0	0	0	22	0	0	0	0	0	70	1	7	0	1	0	0	0	13	0
OTU_97.12079	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.1209	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.121	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1210	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12103	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12108	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.12114	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1
OTU_97.12125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.1213	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
OTU_97.12131	0	1	2	0	0	0	0	0	0	2	0	8	0	1	0	11	1	0	0	0
OTU_97.12132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.12148	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.12159	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12168	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0
OTU_97.12172	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.12177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.12179	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2
OTU_97.122	0	0	0	2	0	3	0	0	0	0	2	14	6	0	0	0	0	0	0	2
OTU_97.12200	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.12205	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.12211	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_97.12217	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_97.12221	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.12227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU_97.12235	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
OTU_97.12243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12248	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1225	3	2	2	12	3	0	1	0	21	17	10	2	3	3	2	5	2	8	13	16
OTU_97.12257	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12259	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.12282	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_97.12297	0	0	0	1	0	8	0	0	3	3	22	0	0	2	0	2	0	16	3	0
OTU_97.12306	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
OTU_97.12312	0	0	0	8	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0
OTU_97.12354	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.12356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.1236	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0
OTU_97.12363	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12369	0	0	0	0	3	0	0	0	6	3	0	0	0	0	0	0	0	6	3	0
OTU_97.12371	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	3	0	0	0
OTU_97.12373	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.12376	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_97.12383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.1239	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	5	0	0	0	0
OTU_97.124	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12407	0	0	0	3	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
OTU_97.12408	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0
OTU_97.1241	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.12411	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12439	4	31	0	0	0	0	1	0	0	10	0	0	0	0	0	4	0	0	0	0
OTU_97.12453	0	5	0	0	0	0	1	0	0	7	0	0	0	0	0	1	0	0	0	1
OTU_97.12462	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12474	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.12480	0	0	0	2	1	6	1	0	2	0	4	0	1	0	0	0	0	3	0	1
OTU_97.12484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12488	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.12504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.12519	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.12522	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.12530	1	4	1	0	0	0	4	0	0	8	3	0	0	4	0	0	0	1	6	1
OTU_97.12534	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.12560	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.1257	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12578	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1259	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_97.126	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.12602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.12605	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.12610	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.12631	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_97.12634	2	2	0	0	0	0	0	0	0	6	0	0	0	2	0	2	0	3	0	0
OTU_97.1265	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1266	0	0	0	0	8	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0
OTU_97.12674	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12676	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.12677	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12679	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_97.12688	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
OTU_97.12691	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.12697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.12699	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.1270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.12707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.12708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12718	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_97.12722	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.12724	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12727	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12740	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1275	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.12752	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1
OTU_97.12753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12756	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.12758	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.12773	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.1278	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_97.12787	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1279	2	7	0	1	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	1
OTU_97.12802	0	3	0	0	0	1	0	0	0	17	0	0	0	1	0	5	0	1	2	1
OTU_97.12806	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12818	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.12832	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12837	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12840	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0
OTU_97.12856	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12857	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.12860	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.12861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.12877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.12900	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.12901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.12914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.12915	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12918	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.12922	0	0	0	2	3	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0
OTU_97.12928	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
OTU_97.12933	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_97.12934	0	0	0	26	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
OTU_97.12945	0	0	0	0	5	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0
OTU_97.12950	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.12951	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12964	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12975	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.12976	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.12983	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.12989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13007	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13010	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1
OTU_97.13018	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0
OTU_97.1302	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_97.13039	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.13074	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_97.1309	0	1	1	0	1	0	2	0	0	0	2	2	0	0	0	1	0	0	0	0
OTU_97.13115	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
OTU_97.13118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.13127	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_97.13139	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.13147	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1315	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.13153	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13160	0	0	0	0	3	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0
OTU_97.13162	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13174	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.13179	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	5	0
OTU_97.1318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13181	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
OTU_97.13183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.13195	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
OTU_97.13197	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU_97.13198	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13199	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.132	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1
OTU_97.1321	28	19	15	4	2	0	1	0	0	41	6	4	0	1	0	12	1	15	6	13
OTU_97.13219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.13221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.13247	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13250	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13253	0	0	24	0	0	1	0	0	0	2	4	0	0	0	0	0	0	1	3	1
OTU_97.13272	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_97.13274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.13295	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0
OTU_97.13297	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.1332	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13322	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.1334	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0
OTU_97.1335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.13354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.13364	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.13388	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_97.13391	0	0	0	0	1	6	1	0	0	5	0	1	0	0	0	0	0	0	2	0
OTU_97.13406	1	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	2	1	0
OTU_97.13407	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.13409	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	1	1	0	1	1
OTU_97.13414	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13420	2	0	0	0	0	4	1	0	0	0	0	0	0	1	0	1	0	1	0	0
OTU_97.13429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.1343	0	0	0	2	1	1	0	0	0	0	4	0	0	1	0	0	0	1	1	1
OTU_97.13437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_97.13440	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.13445	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.13449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.13452	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_97.13453	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13460	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.13464	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.13475	0	0	0	0	0	1	1	0	0	0	0	3	0	0	1	0	0	0	1	0
OTU_97.13478	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.13479	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1348	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_97.13490	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0
OTU_97.13491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.13493	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0
OTU_97.13495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.135	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0
OTU_97.13510	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13531	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_97.13534	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1354	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.13558	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_97.13565	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1357	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.13576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13577	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.1358	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_97.13582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.13589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13604	1	0	0	0	1	0	11	0	0	2	5	0	0	0	0	5	0	0	7	0
OTU_97.13605	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.13606	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.13611	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.13626	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_97.13639	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.1364	0	0	0	14	0	1	0	0	0	0	0	0	1	0	23	0	0	0	0	0
OTU_97.13642	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.13652	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13654	3	0	0	6	3	0	3	0	2	2	12	1	0	0	2	0	0	3	39	0
OTU_97.13658	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.13666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_97.13675	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1
OTU_97.1368	0	0	0	3	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
OTU_97.13685	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0
OTU_97.13686	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_97.1369	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.13714	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	1	1	0	1
OTU_97.13725	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13736	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.1374	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_97.13744	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_97.13746	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.13751	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13753	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.13758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.13762	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
